CountryCode
560
770
1014
500
501
483
700
92
775
220
2
625
433
435
750
404
771
645
200
600
651
91
360
670
692
694
696
698
20
160
210
211
230
235
316
325
350
365
380
390
436
652
690
900
920
2420
315
490
451
93
2400
3600
438
475
255
345
640
371
910
344
630
731
3602
2310
1060
3040
3900
695
679
130
135
3500
800
516
80
101
531
517
1016
3601
530
3482
540
3300
510
3901
471
3902
2450
620
100
710
820
704
3850
702
705
565
115
482
666
2460
3700
2431
2220
732
339
368
343
452
367
290
366
385
840
3903
317
372
355
373
42
310
369
359
830
740
155
955
40
660
90
94
581
95
481
450
601
811
434
346
522
940
520
541
41
484
570
140
703
860
437
551
110
780
781
850
680
1
29
49
61
204
429
619
653
709
749
753
754
755
761
