CountryCode
200
220
365
211
345
663
390
385
2
712
1
750
93
625
645
651
652
660
666
670
678
770
350
339
710
713
731
732
135
310
355
235
130
775
817
204
616
160
816
40
100
619
850
900
920
600
615
429
640
530
520
500
490
29
830
800
438
840
820
680
265
290
560
230
630
91
92
101
433
510
698
481
620
516
690
432
811
552
812
435
541
551
461
95
475
700
749
571
910
653
325
90
49
94
315
439
694
553
210
450
753
754
755
709
761
790
740
155
395
42
41
471
483
835
484
352
511
501
437
517
482
145
590
411
61
110
420
451
540
434
695
31
935
70
570
55
205
255
338
572
692
780
781
